x1,x2,y
0.89315616604578,-0.40056305548191745,0
-0.898014243354059,0.5295839567006403,0
0.5073758773025268,0.8608632544661159,0
0.6221977533236366,0.7037133008359518,0
-0.4873564195530344,0.05647059495452969,1
0.4216993775284818,-0.9096193712008253,0
0.5335388131974809,0.8119333199199934,0
0.9850930616165069,-0.14291329235632888,0
0.6513125089385847,0.723829930508009,0
-0.41683001273933645,0.1978955132529583,1
-0.9414051199083677,-0.45076073585479937,0
-0.019991489773543612,-0.553974224626575,1
0.4646504833209044,-0.9482085148980847,0
-0.7835058718371828,0.6199917403331947,0
-0.15255044408260746,-0.44392600529398085,1
0.5223262994448529,-0.8139045226763272,0
-0.6507619621940345,-0.7310741546257696,0
0.7628024517675525,-0.7013390709169328,0
0.15558404994855896,0.5931357456924012,1
0.8499205779907166,-0.09553130876117662,0
-0.07283335795333283,-1.054779252048407,0
0.44204998937157375,-0.1950095733920653,1
-0.8974698084177676,-0.42038141045252775,0
-0.7721820201945392,-0.7281950067900498,0
-0.9646971446670248,-0.21664699768538567,0
-0.4454050919012883,0.36494569649076325,1
-0.8806330839050099,0.13571064507154718,0
0.7364372738651013,0.6890054554556394,0
-0.2002244478811837,0.9911037703953217,0
0.16023679620916384,-0.42293496885227205,1
0.08344324483483682,-0.5850284282321784,1
-1.0016705738504712,-0.09337261160929519,0
-0.3859698649845805,0.8675399716692824,0
0.24873132932783149,0.9708953876686547,0
0.5531272147629558,0.06627086000181262,1
0.07875105424388193,0.5612672092876734,1
-0.05484726512873159,0.49414103140839705,1
0.025527181489827702,0.48804808958957446,1
-0.5137772589975517,0.8735017988127372,0
0.1680337598093083,-0.4500210937998197,1
0.8350493629639992,0.5244638517496841,0
-0.5887862202906311,0.8798136324744809,0
0.7119115361403218,0.6545737399639738,0
-0.18350870438396497,-1.0502465280857134,0
0.9359770106526925,0.40866739027964916,0
-0.9823060361852343,-0.13581344457062255,0
-0.2586655139627835,0.9520405608686211,0
-0.3363470120131173,0.2364344980176493,1
-0.3815037395801,0.34929654227353296,1
0.8088607895851726,-0.7714660384954841,0
-0.5089064958889361,0.03596801753912611,1
0.38728676780942317,0.08038752259702178,1
0.21247703087235736,-0.3662221150680291,1
-0.431234799539519,0.9455351009800618,0
-0.9539209493545178,0.11071888114223578,0
-0.639904849200527,-0.9201380933731185,0
0.9210683236708644,0.2437714382648048,0
