x1,x2,y
-2.4450900626718175,3.421905793151303,1
4.127251275646734,-3.8453698289984795,1
0.9668464650883721,0.9609326841933168,0
-4.474782755565893,-3.3238927676190175,0
2.7860591411130695,3.244510254638399,0
-3.9693638367148534,-2.8281675641096524,0
2.664040715958233,2.639701226261674,0
1.1686349277666936,1.0195188842331162,0
2.636402625443759,-2.9928215675670677,1
-2.03441816506309,3.678092332597127,1
3.406381304843964,-2.9031566592463514,1
-3.8225563808011596,-3.4079424974744343,0
3.824785240783721,-3.677233863421015,1
3.0664096704567756,-3.1753643288402214,1
-3.4139644576419204,2.9757442334716284,1
-2.5490368495715825,-2.9010860150747666,0
1.7041121764165772,-1.5786050453378833,1
3.496087233079307,4.134931371296889,0
2.5133337834389398,-2.624501208522088,1
-2.9089034205516313,3.088792983204878,1
3.261876346489208,-2.812844557344325,1
-2.4241222085563305,-3.1226407700945162,0
-1.466501608323799,4.1893547288547195,1
2.8501330821733126,-2.53032936164896,1
2.990390768403924,3.0877436176026225,0
3.9953878873066317,3.8283171346301925,0
3.56882499468526,-3.32072273642365,1
-2.945536681549331,3.0697502190278856,1
2.8157469832017883,-2.8704307913204907,1
-1.9896485675567246,3.540445746202902,1
2.842459474538787,2.212689236658821,0
-2.549404799448956,3.355853051787653,1
2.4761875747525552,2.861815894067693,0
4.131830829876511,-3.511507182696717,1
2.652027973493382,-2.461787265796295,1
3.0286894111139873,2.4745885612032197,0
-3.521311294826538,-3.067520092084542,0
4.275612317316525,4.600899590473081,0
-4.284903920918453,-3.5165395839078433,0
1.8870912191861036,1.9057211281956252,0
-1.0518128172722432,4.932028863679718,1
2.8982841188164685,3.3591390277096105,0
-2.5507165206788733,3.298836041925914,1
-3.6470584801166965,2.886582098739892,1
3.2210800115154683,-4.046089998440733,1
-3.2763512904638943,2.534096373731381,1
2.5330225907015618,-3.4625657876989777,1
-1.080751357145106,4.356534204036551,1
-3.2638688536510028,-3.165087476156392,0
4.149199119646348,4.550969534085276,0
-3.1192734183999176,-2.6234912736688933,0
-2.6238967994387954,-2.547240247103158,0
2.40801427679505,-2.848777244487763,1
-1.9031216832218771,3.9259122821967254,1
-3.8643244923744886,2.3610649052235053,1
-3.5784472992291736,-2.9066420678719704,0
2.554815637013741,-2.4117052941829886,1
-3.9866467824509297,2.4069930586913673,1
-3.178138631978981,-3.374193629048947,0
3.369546315915154,-3.5834450160730578,1
1.9467229213827497,-2.5639292825946107,1
-2.6035117812869006,3.2076109871340983,1
2.832999408944663,-2.2780718091924776,1
-3.566275022894654,-3.3006129553088073,0
-1.8842002552732908,-2.752613381006552,0
3.2917382483423583,-3.4932255440587294,1
-3.155765323433143,3.1425804717740156,1
2.304510714225339,-2.8855931421358614,1
3.7643004540204146,3.8059073409437123,0
2.721856222016713,-2.4523679723279215,1
2.286053421204951,2.201693235035127,0
-2.556856042673643,-3.371152288376292,0
3.251365202314708,3.1306064420717576,0
-3.670531358444383,2.625794395650764,1
3.393369955819134,-3.4193375683083524,1
-4.5251558438787525,1.8720305192722095,1
-3.4299587914793532,-3.1148553688077905,0
-3.7967216710499136,-3.490933186056812,0
1.122419448356677,1.314790634234237,0
-2.106524320704015,-3.070530979285233,0
2.671745494790725,2.2063693200563854,0
-3.313249051814989,-2.786803275431179,0
-3.6373229630482236,-2.9783121600361087,0
-1.5980770633378345,3.3879648643784965,1
-5.500305864257492,-3.975546952553457,0
-2.162834636593009,4.02882599335908,1
-3.4128635907907894,2.591298338728117,1
-3.316543497883722,-3.1461474447278373,0
-4.965459207850797,1.1626072688528832,1
2.220909136495261,-2.376139955406529,1
2.436520989582416,2.4627009333428593,0
-4.730221008023766,1.191417926293756,1
-3.657379707229749,-2.748083017473258,0
2.339300719087349,2.4911470425030036,0
2.4990245188313365,3.4227863519788864,0
3.9503747415531882,3.457849202960137,0
2.7840305722097183,2.622492270338741,0
-2.249012539602924,-2.353313301016506,0
-1.7492531227096748,-2.5896338494040254,0
3.1634766423657563,2.794392728499717,0
